1.334310986453979986e+01,4.279572269733874279e+00
8.323974632664809192e+00,3.581391523334847893e+00
7.930598477489272824e+00,3.665252414789677005e+00
8.064899375448630892e+00,3.779124302074474695e+00
8.152556705316866825e+00,3.819190054398328815e+00
8.180356009161764419e+00,3.828807661373582860e+00
8.187561114790453232e+00,3.830814138107577982e+00
8.188958862033810959e+00,3.831142224476571378e+00
8.188875982120114472e+00,3.831111386264967056e+00
8.188555582468138638e+00,3.831032807597952061e+00
8.188297079366192222e+00,3.830975797318301623e+00
8.188133885383235722e+00,3.830944974593757379e+00
8.188040486170287124e+00,3.830933012691671635e+00
8.187988839662306617e+00,3.830937409712087405e+00
8.187961592656600729e+00,3.830970200592086261e+00
8.187966366711892263e+00,3.831359533115933136e+00
8.201692175027217147e+00,3.838608316665421683e+00
8.208012038148336131e+00,3.847210801101368816e+00
8.210159245080275170e+00,3.848302159473237172e+00
8.205632600425083467e+00,3.848552474905067466e+00
8.204888574021872216e+00,3.848111310631291193e+00
8.204751032251635934e+00,3.847753814445214360e+00
8.212145354924270890e+00,3.851803532507152905e+00
8.232076697179854463e+00,3.859623563831131587e+00
8.223129785630755251e+00,3.866242028519066842e+00
8.221871418895567274e+00,3.865416586174202696e+00
8.228262777149131679e+00,3.873076727372158246e+00
8.246037285580719356e+00,3.879302105686427637e+00
8.257821134628398951e+00,3.896521621660506085e+00
8.250591096994432050e+00,3.895237459495197285e+00
8.249258312323460629e+00,3.896534342426878350e+00
8.258169064559622186e+00,3.901319748962664313e+00
8.254880777230034994e+00,3.901178350907249737e+00
8.265542536221682113e+00,3.908406959281469639e+00
8.269706025244893510e+00,3.915394534870699772e+00
8.276510661163319682e+00,3.921319312071317675e+00
8.271296805376648464e+00,3.920344284455140382e+00
8.276066567764848614e+00,3.924901987118037727e+00
8.276461445967880692e+00,3.925797490203711604e+00
8.276081676318669977e+00,3.928683624748028347e+00
8.286061776295838399e+00,3.932931026773232475e+00
8.282296341120064298e+00,3.932490760214793379e+00
8.292554013562297044e+00,3.944607649227345636e+00
8.299131813973884775e+00,3.947767357161180879e+00
8.293007991517406197e+00,3.945484400556781068e+00
8.292202975815449406e+00,3.944950249134270948e+00
8.292017508198380682e+00,3.944826108721672941e+00
8.291973694817853513e+00,3.944804711949563725e+00
8.291877990361795625e+00,3.946107023578567574e+00
8.291997193148231915e+00,3.944966933523690766e+00
