1.918207750146425639e+01,7.542028974749817927e+00
1.179955361595515839e+01,4.421007777399670324e+00
9.269940539332868212e+00,3.356550346644539218e+00
8.025891295949024951e+00,3.153679889908854506e+00
7.520219898975661899e+00,3.240040991251562641e+00
7.405755524290296599e+00,3.367296458958604077e+00
7.454894129753907528e+00,3.456031199486467642e+00
7.540949577321609532e+00,3.511901053535295691e+00
7.615917504787332426e+00,3.550374531513385890e+00
7.669122116602704153e+00,3.579349629029992208e+00
7.703743767420764499e+00,3.601409668767654448e+00
7.725745628469796067e+00,3.617540625053544012e+00
7.739901170711666722e+00,3.628737896596743173e+00
7.749221573731650992e+00,3.636193737375038815e+00
7.755453808306430830e+00,3.641053770776753407e+00
7.759625696877876067e+00,3.644226361166611472e+00
7.762386762832705678e+00,3.646339778979625024e+00
7.764178001162664877e+00,3.647791020919731508e+00
7.765309334183802648e+00,3.648819208307433559e+00
7.765998256539723421e+00,3.649567526124108063e+00
7.766394456306255023e+00,3.650124365409619376e+00
7.766598678211479090e+00,3.650547056754731123e+00
7.766677602442590533e+00,3.650874521371359815e+00
7.766675019963639848e+00,3.651133933543862842e+00
7.766619712706113177e+00,3.651344461474034464e+00
7.766530724340884539e+00,3.651519619538531991e+00
7.766420765222673772e+00,3.651668899769827892e+00
7.766298379456245904e+00,3.651798955066849484e+00
7.766169328599423771e+00,3.651914458062600843e+00
7.766037489634902258e+00,3.652018712783815069e+00
7.765905450513610475e+00,3.652114080672189900e+00
7.765774913144670499e+00,3.652202272301806829e+00
7.765646970019185247e+00,3.652284545420149353e+00
7.765522295567641287e+00,3.652361839381156550e+00
7.765401278872138491e+00,3.652434867007931629e+00
7.765284115651553520e+00,3.652504178038443072e+00
7.765170871889014670e+00,3.652570203473079591e+00
7.765061527737135094e+00,3.652633286927056133e+00
7.764956007739550081e+00,3.652693707014475155e+00
7.764854201577076509e+00,3.652751693462306548e+00
7.764755978258842006e+00,3.652807438794946293e+00
7.764661195778529645e+00,3.652861106865417540e+00
7.764569707631386208e+00,3.652912839128925171e+00
7.764481367156835567e+00,3.652962759292440520e+00
7.764396030375132263e+00,3.653010976791061903e+00
7.764313557782602793e+00,3.653057589412708861e+00
7.764233815429037122e+00,3.653102685301199415e+00
7.764156675503130600e+00,3.653146344502702370e+00
7.764082016583969015e+00,3.653188640174424240e+00
7.764009723669018648e+00,3.653229639541306639e+00
