2.585166420783456331e+01,1.355733372458878527e+01
1.618046506209694257e+01,7.386189476090824435e+00
9.596400475490487025e+00,4.143597717059248176e+00
7.867098493341391219e+00,3.550692506051353448e+00
8.174131654591771934e+00,3.736636241944817360e+00
8.311212203610711668e+00,3.789767387809738430e+00
8.090869310636868761e+00,3.728843902196347315e+00
7.863172620123836332e+00,3.673153839493059181e+00
7.750584450113246149e+00,3.646121799669475916e+00
7.722932900625338881e+00,3.637713337054977458e+00
7.731848321052495976e+00,3.637926211077989969e+00
7.747541789722061090e+00,3.640619198156370473e+00
7.757942364184305717e+00,3.642817608815212438e+00
7.761579279481648719e+00,3.643789664721072352e+00
7.761073190259630827e+00,3.643872218757971737e+00
7.759170557377294664e+00,3.643580514756964650e+00
7.757383806246503255e+00,3.643242044658148604e+00
7.756132605805365010e+00,3.642975246063942407e+00
7.755298170421503379e+00,3.642781087483270674e+00
7.754646826275887861e+00,3.642624876495404784e+00
7.754015991488921955e+00,3.642477334988337034e+00
7.753339959081307242e+00,3.642324477706715413e+00
7.752613442454512338e+00,3.642163448839205842e+00
7.751852260672492001e+00,3.641996024062494897e+00
7.751071211454175547e+00,3.641824448501020939e+00
7.750277556005252144e+00,3.641649947725232650e+00
7.749472428572593330e+00,3.641472758498134343e+00
7.748654093897712869e+00,3.641292609233805155e+00
7.747820284616755870e+00,3.641109109041201108e+00
7.746969170263622750e+00,3.640921922158407043e+00
7.746099447741918276e+00,3.640730791839929203e+00
7.745210113104797678e+00,3.640535505446669262e+00
7.744300238286390581e+00,3.640335857545317744e+00
7.743368852564301186e+00,3.640131629871393049e+00
7.742414911854877069e+00,3.639922586090262424e+00
7.741437309955784052e+00,3.639708473651198872e+00
7.740434897923532453e+00,3.639489026901525204e+00
7.739406497219547099e+00,3.639263969003776023e+00
7.738350905030848104e+00,3.639033012458915195e+00
7.737266894919269333e+00,3.638795858873135725e+00
7.736153215963329721e+00,3.638552198587249542e+00
7.735008592062365906e+00,3.638301710502481079e+00
7.733831721793574587e+00,3.638044062199065287e+00
7.732621278594294267e+00,3.637778910334227511e+00
7.731375910921870265e+00,3.637505901289725951e+00
7.730094242140467031e+00,3.637224672060815234e+00
7.728774870013145559e+00,3.636934851402175539e+00
7.727416365768450923e+00,3.636636061257818575e+00
7.726017272762334187e+00,3.636327918501649492e+00
7.724576104788769548e+00,3.636010037006792928e+00
