-7.834694227	12.15168502
-30.95289642	14.85591633
-9.250094821	23.08028909
-10.9279657	19.04819491
-2.708346829	8.038613528
-14.85657773	30.08471265
-20.05934856	26.71479233
-1.779949765	15.07863554
-12.7372625	42.58262174
-12.150521	25.08010395
-7.411737397	24.54122057
-15.33792176	54.48821902
-7.824113451	24.55359567
-1.032576264	18.85187358
-5.163752046	53.02385807
-2.82173288	10.84759733
-23.13663509	19.00482615
-6.688137154	22.85984064
-18.92116756	43.28104984
-15.90113418	21.59595282
-1.547348626	15.34552336
4.371706084	28.8977559
-6.267438336	10.92553337
-6.276449146	45.00369026
-6.41518102	28.90611169
-15.81940496	37.59703535
-8.485818222	30.28854023
-16.36847967	49.20063672
6.269849051	26.2713374
-1.2134597	21.68352679
1.747005534	30.53169307
-22.47886124	12.05837479
-8.0892477	14.1912117
0.872187141	10.80782317
-11.53903903	29.67180678
-2.991544657	14.65333417
4.208643697	12.69509582
-5.581858276	15.78182502
-12.04995118	11.28027815
-19.9928774	31.54980833
-1.813904542	29.66798706
-12.53587919	10.29324678
-12.95840669	24.2489697
-21.01185122	26.34993006
-14.94841115	42.11894862
-5.293606171	12.78585021
-8.672373039	17.62493124
-5.890131154	47.79948278
-6.448388663	17.32204424
0.513454479	51.81110344
2.771846769	27.10856511
-9.606373764	21.27163609
-15.73450971	19.13711432
-9.176514934	17.28557381
-5.809492781	28.08552469
-1.650508966	14.49024165
-23.33955285	25.1467293
-9.587294798	29.91106233
-9.442162991	21.74097381
-21.92664191	24.81933284
-1.46018205	18.08153295
-4.371858328	38.84249387
-17.4558592	47.14839146
-17.92871617	24.99054406
-6.382649452	8.925861764
-10.27887798	14.89072007
-25.36526944	20.23681397
-5.699049257	19.21376323
-9.190901317	17.73338978
-16.11527547	22.13063002
-18.24052988	29.06177317
-15.82205329	17.85108778
-8.869248278	21.527296
-3.397688463	13.67088719
-10.97733722	17.60957542
-5.927489324	29.07636343
-3.406001359	30.60409952
3.464591271	41.89757695
-16.70644159	18.723126
-23.60527328	21.87190633
-12.88118444	12.61031413
-19.11289042	38.80688469
-3.190290366	26.83406197
-11.50447959	32.9442712
-5.220544374	17.79690039
-13.58916595	36.84494902
-6.504649911	9.873390953
-21.31296744	22.44706196
-10.95679816	11.35475098
-12.44172056	10.27301644
2.892744509	13.3204385
-2.892301237	28.48668959
-6.311570297	43.38548596
-3.332437097	9.076365955
-6.546246964	44.08863623
-5.401477617	18.7413799
-20.33038509	34.74108358
-3.028520193	24.92630383
-17.19456453	11.00183409
-1.640929869	32.73678066
